date,source,impressions,clicks,spend,conversions,campaign,avg_session_duration,pages_per_session,bounce_rate,conversion_rate,feature1,feature2,cluster
2024-04-03,Facebook,38285,8574,171.59,949,Facebook_campaign_3,100.92,4.73,0.77,0.1106834616281782,38285,8574,1
2024-04-04,Facebook,16422,9778,888.03,386,Facebook_campaign_2,103.32,2.18,0.58,0.0394763755369196,16422,9778,0
2024-04-05,Facebook,43468,4182,423.78,404,Facebook_campaign_4,157.68,2.73,0.28,0.0966044954567192,43468,4182,1
2024-04-06,Facebook,33371,4283,836.47,459,Facebook_campaign_1,295.64,6.87,0.54,0.1071678729862246,33371,4283,2
2024-04-07,Facebook,6693,8752,798.33,952,Facebook_campaign_5,102.62,3.49,0.67,0.1087751371115173,6693,8752,0
2024-04-08,Facebook,34535,3854,643.2,373,Facebook_campaign_1,139.88,6.79,0.63,0.0967825635703165,34535,3854,1
2024-04-09,Facebook,15818,1824,519.76,885,Facebook_campaign_2,270.7,5.96,0.3,0.4851973684210526,15818,1824,0
2024-04-10,Facebook,32238,1476,980.57,466,Facebook_campaign_1,30.79,2.24,0.78,0.3157181571815718,32238,1476,2
2024-04-11,Facebook,31874,8806,187.72,734,Facebook_campaign_4,40.74,4.55,0.47,0.083352259822848,31874,8806,2
2024-04-12,Facebook,27715,8994,738.9,737,Facebook_campaign_3,193.1,5.74,0.3,0.0819435179008227,27715,8994,2
2024-04-13,Facebook,28605,1753,231.63,235,Facebook_campaign_2,274.99,2.65,0.31,0.1340559041642897,28605,1753,2
2024-04-14,Facebook,35317,2166,371.35,991,Facebook_campaign_1,94.49,6.81,0.26,0.4575253924284395,35317,2166,1
2024-04-15,Facebook,32174,122,343.26,140,Facebook_campaign_5,156.8,4.81,0.68,1.0,32174,122,2
2024-04-16,Facebook,10956,2560,949.68,597,Facebook_campaign_3,151.63,2.16,0.27,0.233203125,10956,2560,0
2024-04-17,Facebook,39908,6026,968.99,485,Facebook_campaign_4,157.7,5.08,0.28,0.0804845668768669,39908,6026,1
2024-04-18,Facebook,11837,6351,223.86,807,Facebook_campaign_5,198.08,8.0,0.71,0.1270666036844591,11837,6351,0
2024-04-19,Facebook,4716,9596,70.93,995,Facebook_campaign_4,156.83,2.05,0.41,0.1036890370987911,4716,9596,0
2024-04-20,Facebook,5481,7395,734.01,286,Facebook_campaign_5,150.82,6.72,0.22,0.0386747802569303,5481,7395,0
2024-04-21,Facebook,25282,3400,447.09,165,Facebook_campaign_3,158.06,2.45,0.23,0.0485294117647058,25282,3400,2
2024-04-22,Facebook,7548,6379,134.4,769,Facebook_campaign_2,189.53,6.48,0.29,0.1205518106286251,7548,6379,0
2024-04-23,Facebook,38605,8653,699.57,227,Facebook_campaign_5,174.99,6.14,0.33,0.026233676181671,38605,8653,1
2024-04-24,Facebook,8758,7453,567.85,199,Facebook_campaign_2,260.62,3.1,0.6,0.0267006574533744,8758,7453,0
2024-04-25,Facebook,44668,3827,981.49,426,Facebook_campaign_2,43.36,3.28,0.29,0.1113143454402926,44668,3827,1
2024-04-26,Facebook,24177,6372,266.04,990,Facebook_campaign_2,255.0,6.55,0.27,0.1553672316384181,24177,6372,2
2024-04-27,Facebook,25022,6095,433.78,684,Facebook_campaign_3,257.86,4.23,0.66,0.1122231337161607,25022,6095,2
2024-04-28,Facebook,41761,9576,565.42,701,Facebook_campaign_4,106.93,6.12,0.6,0.073203842940685,41761,9576,1
2024-04-29,Facebook,6542,614,802.11,555,Facebook_campaign_1,154.97,2.04,0.46,0.9039087947882736,6542,614,0
2024-04-30,Facebook,26476,548,571.4,50,Facebook_campaign_5,148.41,6.97,0.53,0.0912408759124087,26476,548,2
2024-05-01,Facebook,31784,6119,632.26,316,Facebook_campaign_5,89.0,5.98,0.39,0.0516424252328811,31784,6119,2
2024-05-02,Facebook,23740,5443,264.84,952,Facebook_campaign_1,137.14,7.35,0.49,0.1749035458386919,23740,5443,2
2024-05-03,Facebook,25817,8133,854.57,347,Facebook_campaign_5,41.98,1.93,0.5,0.0426656830197958,25817,8133,2
2024-05-04,Facebook,48596,2620,457.2,323,Facebook_campaign_5,105.01,5.15,0.43,0.1232824427480916,48596,2620,1
2024-05-05,Facebook,17052,3181,183.91,84,Facebook_campaign_2,250.5,5.19,0.74,0.0264067903175102,17052,3181,0
2024-05-06,Facebook,36153,1528,680.98,962,Facebook_campaign_2,106.83,3.47,0.21,0.6295811518324608,36153,1528,1
2024-05-07,Facebook,48076,4067,255.29,288,Facebook_campaign_5,250.92,4.21,0.67,0.070813867715761,48076,4067,1
2024-05-08,Facebook,1671,6545,142.68,185,Facebook_campaign_3,173.53,1.27,0.27,0.0282658517952635,1671,6545,0
2024-05-09,Facebook,1163,9214,868.89,905,Facebook_campaign_5,267.56,6.22,0.68,0.0982200998480573,1163,9214,0
2024-05-10,Facebook,42424,2259,487.15,671,Facebook_campaign_1,185.19,4.85,0.57,0.2970340858787074,42424,2259,1
2024-05-11,Facebook,45002,5232,761.82,282,Facebook_campaign_1,38.01,1.4,0.71,0.0538990825688073,45002,5232,1
2024-05-12,Facebook,5795,2647,326.06,846,Facebook_campaign_3,212.36,5.77,0.26,0.3196071023800529,5795,2647,0
2024-05-13,Facebook,11634,3079,797.62,629,Facebook_campaign_4,42.11,4.27,0.54,0.2042871062033127,11634,3079,0
2024-05-14,Facebook,5798,2749,156.34,660,Facebook_campaign_4,151.66,1.24,0.5,0.2400873044743543,5798,2749,0
2024-05-15,Facebook,23420,8605,388.17,871,Facebook_campaign_1,280.95,7.79,0.62,0.1012202208018593,23420,8605,2
2024-05-16,Facebook,30300,3183,979.16,792,Facebook_campaign_4,74.61,7.64,0.52,0.2488218661639962,30300,3183,2
2024-05-17,Facebook,25345,1137,804.29,868,Facebook_campaign_1,135.27,4.59,0.52,0.7634124890061565,25345,1137,2
2024-05-18,Facebook,11749,3589,522.39,940,Facebook_campaign_5,227.06,1.66,0.46,0.2619113959320145,11749,3589,0
2024-05-19,Facebook,39595,7704,372.79,298,Facebook_campaign_2,268.21,6.28,0.39,0.038681204569055,39595,7704,1
2024-05-20,Facebook,26121,7644,878.53,733,Facebook_campaign_5,211.15,4.44,0.49,0.0958922030350601,26121,7644,2
2024-05-21,Facebook,38487,2734,567.61,902,Facebook_campaign_3,99.71,3.12,0.27,0.3299195318215069,38487,2734,1
2024-05-22,Facebook,29411,4083,770.5,281,Facebook_campaign_1,212.14,4.44,0.78,0.0688219446485427,29411,4083,2
2024-05-23,Facebook,34361,1878,766.4,939,Facebook_campaign_2,110.12,4.66,0.63,0.5,34361,1878,1
2024-05-24,Facebook,22223,8002,67.05,75,Facebook_campaign_5,223.98,4.94,0.77,0.009372656835791,22223,8002,2
2024-05-25,Facebook,8394,5210,169.94,492,Facebook_campaign_4,287.59,4.09,0.34,0.0944337811900191,8394,5210,0
2024-05-26,Facebook,15056,5289,676.65,945,Facebook_campaign_3,224.78,5.24,0.73,0.1786727169597277,15056,5289,0
2024-05-27,Facebook,29380,7478,203.54,257,Facebook_campaign_4,262.98,7.43,0.69,0.0343674779352768,29380,7478,2
2024-05-28,Facebook,27035,1224,292.72,165,Facebook_campaign_1,30.57,3.54,0.61,0.1348039215686274,27035,1224,2
2024-05-29,Facebook,31620,797,949.31,56,Facebook_campaign_2,223.74,6.08,0.58,0.0702634880803011,31620,797,2
2024-05-30,Facebook,20877,2279,582.17,944,Facebook_campaign_5,253.99,7.26,0.39,0.4142167617376042,20877,2279,2
2024-05-31,Facebook,44404,9696,763.19,463,Facebook_campaign_2,40.95,4.19,0.69,0.0477516501650165,44404,9696,1
2024-06-01,Facebook,31911,5351,580.08,210,Facebook_campaign_2,265.33,4.1,0.5,0.0392450009344047,31911,5351,2
2024-06-02,Facebook,33784,9335,574.89,669,Facebook_campaign_2,99.31,5.21,0.24,0.0716657739689341,33784,9335,2
2024-06-03,Facebook,4191,2029,139.44,133,Facebook_campaign_4,209.63,5.14,0.39,0.0655495317890586,4191,2029,0
2024-06-04,Facebook,34160,1113,376.48,10,Facebook_campaign_4,246.1,6.65,0.76,0.008984725965858,34160,1113,1
2024-06-05,Facebook,26000,326,318.31,977,Facebook_campaign_1,208.92,4.34,0.71,1.0,26000,326,2
2024-06-06,Facebook,40040,7421,421.19,768,Facebook_campaign_2,54.92,7.97,0.79,0.1034900956744374,40040,7421,1
2024-06-07,Facebook,4631,1928,808.43,864,Facebook_campaign_5,191.01,1.42,0.58,0.4481327800829875,4631,1928,0
2024-06-08,Facebook,7172,8009,403.34,649,Facebook_campaign_1,178.39,1.02,0.35,0.0810338369334498,7172,8009,0
2024-06-09,Facebook,43080,5688,479.11,200,Facebook_campaign_2,273.09,5.48,0.3,0.0351617440225035,43080,5688,1
2024-06-10,Facebook,24561,2123,427.51,588,Facebook_campaign_5,139.14,3.09,0.31,0.2769665567593029,24561,2123,2
2024-06-11,Facebook,25817,5066,138.74,525,Facebook_campaign_3,116.69,2.68,0.21,0.1036320568495854,25817,5066,2
2024-06-12,Facebook,21281,5991,469.02,451,Facebook_campaign_4,232.46,3.18,0.43,0.0752795860457352,21281,5991,2
2024-06-13,Facebook,29671,1180,235.83,930,Facebook_campaign_2,141.42,2.79,0.31,0.788135593220339,29671,1180,2
2024-06-14,Facebook,26364,5136,227.39,824,Facebook_campaign_5,204.45,1.22,0.45,0.160436137071651,26364,5136,2
2024-06-15,Facebook,42674,2663,139.33,815,Facebook_campaign_1,204.54,7.8,0.76,0.3060458129928652,42674,2663,1
